artist,genre
LUDACRIS feat MYSTIKAL & INFAMOUS 2.0,"['southern hip hop', 'pop rap', 'dirty south rap', 'crunk', 'trap music', 'gangster rap', 'hip hop', 'rap', 'dance pop']"
Jackie-O Motherfucker,"['experimental psych', 'new weird america', 'japanese psychedelic', 'freak folk']"
CHRIS ISAAK,"['roots rock', 'singer-songwriter', 'mellow gold', 'rockabilly', 'folk-pop', 'folk rock', 'folk christmas', 'soft rock', 'rock-and-roll']"
DIANA KING,"['urban contemporary', 'r&b']"
TBTBT,[]
LOLEATTA HOLLOWAY,"['post-disco', 'disco', 'hi nrg']"
WEIRD AL YANKOVIC,"['comic', 'comedy rock']"
iCON The Mic King,['underground rap']
Kashif,"['post-disco', 'quiet storm', 'funk', 'classic funk rock']"
Jason Evigan,[]
THE KANE GANG,[]
MOLLY HATCHET,"['southern rock', 'album rock', 'classic rock', 'country rock', 'blues-rock', 'rock', 'hard rock']"
Steve Angello & Sebastian Ingrosso,"['big room', 'edm', 'house', 'progressive electro house', 'electro house']"
Duck Sauce,"['house', 'electro house', 'disco house', 'edm', 'filter house', 'vocal house']"
HUGO WINTERHALTER / EDDIE FISHER,[]
Austin Collins,['texas country']
BREAKFAST CLUB,"['freestyle', 'new wave pop']"
LORD TARIQ & PETER GUNZ,"['hardcore hip hop', 'rap', 'hip hop']"
SHELBY FLINT,['movie tunes']
Reki,['ambeat']
ORIGINAL CASTE,[]
WEAVERS / TERRY GILKYSON,[]
GONZALEZ,[]
GINA VANNELLI,[]
Stacy Jagger,[]
LOU GRAMM,"['album rock', 'soft rock', 'mellow gold', 'rock']"
J.D. DREWS,[]
TASMIN ARCHER,['new wave pop']
Eric Church,"['country road', 'contemporary country', 'country']"
John Lord Fonda,[]
STARBUCK,[]
Agoria,"['microhouse', 'minimal techno', 'tech house']"
LOUISIANA RED,"['louisiana blues', 'swamp blues', 'country blues', 'memphis blues', 'blues', 'harmonica blues', 'acoustic blues', 'chicago blues', 'traditional blues', 'piedmont blues', 'delta blues', 'piano blues', 'texas blues', 'jazz blues', 'soul blues', 'electric blues', 'modern blues']"
PAUL McCARTNEY with U2,"['mellow gold', 'soft rock', 'pop christmas']"
Bodzin & Huntemann,[]
JENNIFER LOPEZ feat LL COOL J,"['dance pop', 'pop', 'europop', 'teen pop', 'urban contemporary']"
INCUBUS,"['funk metal', 'rap rock', 'alternative metal', 'funk rock', 'post-grunge', 'nu metal', 'alternative rock', 'heavy christmas', 'pop rock', 'rock', 'pop christmas']"
THE CYMANDE,"['deep funk', 'classic funk rock', 'funk rock', 'funk']"
SNAP,[]
WYCLEF JEAN featuring QUEEN PEN & THE PRODUCT,"['hip hop', 'pop rap', 'hip pop', 'indie r&b', 'southern hip hop', 'dance pop', 'neo soul', 'soul christmas', 'dirty south rap', 'rap', 'r&b', 'urban contemporary', 'pop christmas']"
LORETTA LYNN,"['country gospel', 'nashville sound', 'traditional country', 'country christmas', 'honky tonk', 'outlaw country', 'country', 'country rock']"
GORILLA ZOE,"['trap music', 'southern hip hop', 'crunk', 'dirty south rap', 'pop rap', 'deep trap', 'jerk', 'alternative hip hop', 'gangster rap']"
Roqui,['deep soul house']
Shakira,"['latin', 'latin pop', 'dance pop', 'pop', 'hurban']"
TEDDY PENDERGRASS,"['quiet storm', 'funk', 'soul', 'motown', 'disco', 'classic funk rock', 'chicago soul', 'new jack swing', 'southern soul', 'funk rock', 'urban contemporary']"
Manuel Regnet,['deep soul house']
TRICK DADDY featuring CEE-LO & BIG BOI,"['crunk', 'dirty south rap', 'southern hip hop', 'pop rap', 'gangster rap', 'trap music', 'juggalo', 'hip pop', 'hip hop']"
JAMES DAVIS,[]
ROCKELL,['freestyle']
Kirb And Chris,[]
OUTASIGHT,"['underground pop rap', 'pop rap', 'alternative hip hop']"
A$AP ROCKY featuring SKRILLEX,"['alternative hip hop', 'trap music', 'pop rap', 'east coast hip hop', 'hip hop']"
BILLY CRYSTAL,"['movie tunes', 'comedy', 'comic']"
THE FLOATERS,"['quiet storm', 'funk', 'motown', 'soul', 'classic funk rock', 'chicago soul', 'disco', 'post-disco', 'funk rock']"
Nobunny,['garage pop']
JOHNNY WINTER,"['electric blues', 'modern blues', 'blues-rock', 'texas blues', 'british blues', 'classic rock', 'southern rock', 'traditional blues', 'chicago blues', 'blues', 'country blues']"
BAREFOOT JERRY,"['southern rock', 'country rock']"
Marcus D,['ambeat']
Pale Blue,['indie dream pop']
ATLANTIC RHYTHM SECTION,[]
Nouveau Yorican,['destroy techno']
Sheek Louch,[]
JIMMY CROSS,[]
We're Late for Class,['deep space rock']
SHYHEIM,"['hardcore hip hop', 'east coast hip hop']"
JOE PERKINS,[]
ROB BASE & DJ E-Z ROCK,"['old school hip hop', 'electro', 'hip house', 'rap']"
LUDACRIS featuring SHAWNA,"['southern hip hop', 'pop rap', 'dirty south rap', 'crunk', 'trap music', 'gangster rap', 'hip hop', 'rap', 'dance pop']"
THE PYRAMIDS,['surf music']
JAY-Z featuring BEYONCE KNOWLES,"['pop rap', 'hip hop', 'rap']"
TKA,['freestyle']
RUBETTES,['glam rock']
EMINEM featuring DIDO,[]
HORST JANKOWSKI,"['easy listening', 'exotica', 'lounge']"
MERYL STREEP,['hollywood']
CAL TJADER,"['latin jazz', 'cool jazz', 'jazz', 'jazz funk', 'soul jazz', 'bebop', 'bossa nova', 'lounge']"
Jay Scarlett,['wonky']
WET WET WET,"['boy band', 'new wave pop', 'soft rock', 'mellow gold']"
TONY CAREY,"['album rock', 'hard rock', 'rock']"
MATCHBOX 20,[]
COLDPLAY,"['permanent wave', 'neo mellow', 'rock', 'pop christmas']"
SMOKIE,"['glam rock', 'soft rock', 'mellow gold']"
THE MONKEES,"['bubblegum pop', 'british invasion', 'boy band', 'psychedelic rock', 'british blues', 'folk rock']"
DANNY GOKEY,['idol']
MICHAEL NESMITH,"['country rock', 'folk rock', 'roots rock', 'traditional folk']"
CHANGING FACES,"['new jack swing', 'urban contemporary', 'r&b', 'hip pop']"
PRINCE,"['funk rock', 'classic funk rock', 'funk', 'soul christmas']"
PETER CETERA featuring AZ YET,"['soft rock', 'mellow gold', 'album rock']"
Sofi,"['catstep', 'filthstep', 'brostep']"
DRU HILL feat REDMAN,"['new jack swing', 'urban contemporary', 'r&b', 'soul christmas', 'pop christmas', 'neo soul', 'quiet storm', 'dance pop']"
FOXY BROWN featuring DRU HILL,"['hip pop', 'hip hop', 'r&b', 'urban contemporary']"
THE SYNDICATE OF SOUND,"['classic garage rock', 'freakbeat', 'psychedelic rock']"
JERU THE DAMAJA,"['east coast hip hop', 'hardcore hip hop', 'underground hip hop', 'rap', 'hip hop', 'old school hip hop', 'alternative hip hop', 'turntablism']"
RACHEL SWEET,"['pub rock', 'new wave pop']"
WINK MARTINDALE,['deep adult standards']
WAIKIKIS,[]
Lil Mama,"['hip pop', 'dance pop', 'urban contemporary', 'r&b', 'pop', 'pop rap']"
JuSoul,[]
LONG JOHN BALDRY & KATHI MacDONALD,[]
Onra,['wonky']
MATTHEW WILDER,['new wave pop']
The Realist,['deep flow']
MIKE JONES featuring TREY SONGZ & TWISTA,"['crunk', 'dirty south rap', 'southern hip hop', 'trap music', 'pop rap', 'gangster rap', 'pop christmas']"
Distinction,['dubstep']
THE SMASHING PUMPKINS,"['alternative rock', 'permanent wave', 'grunge', 'post-grunge', 'rock', 'pop rock', 'alternative metal', 'pop christmas']"
CARMEN MIRANDA / ANDREWS SISTERS,[]
Whiskey Falls,"['modern country rock', 'country road', 'contemporary country']"
LYME & CYBELLE,"['classic garage rock', 'freakbeat']"
luke.envoy,"['dubstep', 'bass music']"
EXILES,[]
Kristuit Salu,"['glitch beats', 'abstract']"
WARNER MACK,"['vintage rockabilly', 'neo-rockabilly']"
Shaunta,[]
OUTKAST,"['hip hop', 'pop rap', 'dirty south rap', 'southern hip hop', 'rap']"
Hype Williams,"['vaporwave', 'hauntology', 'grave wave', 'outsider house']"
Caleigh Peters,['teen pop']
CLAUDJA BARRY,"['hi nrg', 'deep disco', 'disco', 'post-disco', 'soul christmas']"
ROBIN S,"['hip house', 'vocal house', 'disco house', 'eurodance']"
Ash Ra Tempel,"['kraut rock', 'space rock', 'japanese psychedelic']"
Joseph Arthur,"['singer-songwriter', 'neo mellow', 'acoustic pop', 'chamber pop', 'indie folk']"
RARE BIRD,"['symphonic rock', 'progressive rock', 'canterbury scene', 'art rock', 'space rock']"
A Sol Mechanic,[]
LAINIE KAZAN,[]
BETTY RHODES,[]
K.T.P.,[]
BOYZ II MEN,"['new jack swing', 'boy band', 'soul christmas', 'r&b', 'urban contemporary', 'pop christmas', 'quiet storm', 'dance pop']"
Gazelle Twin,"['grave wave', 'witch house', 'indie r&b', 'chillwave']"
BANGLES,"['new wave pop', 'jangle pop', 'dance rock', 'new romantic']"
Kommon,[]
Jewels of the Nile,"['witch house', 'grave wave']"
Hakobune,"['nu age', 'warm drone']"
MARVIN GAYE & TAMMI TERRELL,[]
THE DREAMLOVERS,['doo-wop']
ANDY WILLIAMS,"['adult standards', 'christmas', 'lounge', 'easy listening', 'brill building pop']"
Ekaros,['cinematic dubstep']
FAITH,[]
MINDLESS BEHAVIOR featuring DIGGY,"['jerk', 'boy band', 'pop christmas']"
FRATERNITY OF MAN,['psychedelic rock']
THE MURMAIDS,"['girl group', 'brill building pop']"
John Drama,['detroit hip hop']
PETE WINGFIELD,[]
HADOUKEN!,"['new rave', 'dance-punk', 'alternative dance', 'nintendocore', 'electro house']"
Junior Torrey,[]
A-HA,"['new romantic', 'dance rock', 'permanent wave', 'new wave pop', 'new wave', 'synthpop', 'art rock']"
FANCY,['italian disco']
MAMA CASS with THE MAMAS AND THE PAPAS,"['brill building pop', 'british invasion', 'bubblegum pop', 'adult standards']"
Patterson Hood,"['alternative country', 'cowpunk', 'athens indie', 'new americana', 'roots rock', 'texas country', 'outlaw country']"
KOFFEE BROWN,"['neo soul', 'new jack swing', 'urban contemporary', 'r&b']"
CULTURE CLUB,"['new wave pop', 'new romantic', 'dance rock', 'new wave', 'synthpop', 'hi nrg']"
MICK JAGGER & DAVID BOWIE,[]
Fudge Town Mafia Crips,[]
Lake of Dracula,"['noise punk', 'noise rock', 'no wave']"
THE ROTARY CONNECTION,['classic funk rock']
RokCity,[]
RANDY BELL,[]
MIKAILA,[]
VENTURES,"['surf music', 'rock-and-roll', 'rockabilly']"
JON SECADA,"['latin christmas', 'soft rock']"
Tasherre D'Enajetic,['detroit hip hop']
JOHN KAY,['classic rock']
MARY J. BLIGE,"['urban contemporary', 'r&b', 'pop christmas', 'soul christmas', 'hip pop', 'dance pop', 'pop']"
DEBBIE GIBSON,"['freestyle', 'new wave pop']"
Kaizers Orchestra,"['norwegian rock', 'norwegian pop', 'dark cabaret']"
THE SPENCER DAVIS GROUP,"['british invasion', 'british blues', 'freakbeat', 'merseybeat', 'psychedelic rock', 'classic rock', 'bubblegum pop', 'protopunk', 'classic garage rock', 'rock-and-roll', 'blues-rock', 'folk rock']"
Scott Copeland,[]
WHO IS FANCY,[]
Tori Amos,"['folk christmas', 'permanent wave', 'lilith', 'piano rock', 'melancholia', 'new wave pop', 'pop christmas', 'folk-pop', 'pop rock', 'chamber pop', 'singer-songwriter']"
KANYE WEST featuring YOUNG JEEZY,"['pop rap', 'hip hop', 'pop christmas']"
JACK FULTON,[]
The Pear Ratz,[]
FRANKEE,[]
CHRIS BROWN featuring BENNY BENASSI,"['dance pop', 'r&b', 'urban contemporary', 'pop', 'pop christmas', 'soul christmas']"
YAZ,"['new romantic', 'dance rock', 'new wave', 'synthpop', 'new wave pop']"
A Few Good Men,"['new jack swing', 'soul christmas']"
The Drowning Men,[]
Marc 7,[]
3OH!3 featuring NEON HITCH,['electropowerpop']
BRUCE HORNSBY,"['mellow gold', 'soft rock', 'piano rock', 'singer-songwriter', 'roots rock', 'folk rock', 'jam band', 'folk-pop']"
Lamat & Han Solo,['deep full on']
LUTRICIA McNEAL,[]
RONNIE SPECTOR,['brill building pop']
CLEAN BANDIT featuring JESS GLYNNE,"['indietronica', 'pop']"
Lari White,"['country dawn', 'deep contemporary country', 'country']"
London Funk Allstars,"['ninja', 'trip hop', 'downtempo', 'nu jazz', 'chill-out', 'turntablism', 'big beat']"
Dskotek,"['electro trash', 'complextro']"
DURAN DURAN,"['new romantic', 'dance rock', 'new wave', 'new wave pop', 'synthpop']"
GORDON JENKINS / CHARLES LaVERE,[]
DANNY HOLIEN,[]
GRACE POTTER & THE NOCTURNALS,"['deep acoustic pop', 'folk christmas', 'jam band', 'acoustic pop', 'modern blues']"
BRANTLEY GILBERT featuring JUSTIN MOORE & THOMAS RHETT,"['modern country rock', 'country road', 'contemporary country']"
LABRINTH featuring EMELI SANDE,"['pop', 'talent show', 'dance pop']"
FIVE FLIGHTS UP,[]
KEITH SWEAT,"['new jack swing', 'soul christmas', 'urban contemporary', 'quiet storm', 'pop christmas', 'r&b', 'neo soul']"
KANDI,"['hip pop', 'r&b', 'urban contemporary', 'pop christmas', 'neo soul']"
3 Busserulls,"['classic norwegian pop', 'danseband']"
BONE THUGS-N-HARMONY,"['gangster rap', 'juggalo', 'dirty south rap', 'rap', 'pop rap', 'hip hop']"
RICKI LEE JONES,"['folk-pop', 'folk christmas', 'singer-songwriter', 'folk rock', 'roots rock', 'traditional folk', 'mellow gold', 'folk', 'lilith', 'soft rock', 'new wave pop']"
J Rae,[]
Praise Cats,"['vocal house', 'disco house']"
Maxim,"['big beat', 'reggae fusion', 'electronic', 'breakbeat']"
DOKKEN,"['heavy christmas', 'glam metal', 'hard rock', 'album rock', 'glam rock', 'rock']"
YOLANDA,[]
Wretch 32,['grime']
One Arc Degree,['ambient psychill']
"KNOC-TURN'AL with DR. DRE & MISSY ""MISDEMEANOR"" ELLIOTT","['g funk', 'west coast rap', 'gangster rap', 'hyphy', 'juggalo', 'rap', 'hip hop']"
BLUE HAZE,[]
SWEET SENSATION,['freestyle']
The Ark,"['swedish indie rock', 'swedish pop']"
NOVAS,['classic garage rock']
Eyedoublecross,[]
JUSTIN HAYWARD,"['soft rock', 'mellow gold', 'symphonic rock', 'folk rock', 'progressive rock', 'singer-songwriter']"
BARRY MAN,[]
Amanda Perez,"['urban contemporary', 'r&b', 'hip pop', 'alternative r&b', 'dance pop', 'new jack swing', 'pop']"
Fort Atlantic,[]
RIHANNA featuring MIKKY EKKO,"['dance pop', 'pop', 'pop christmas', 'urban contemporary', 'r&b', 'soul christmas']"
MICHEL TELO,['sertanejo universitario']
THE AMAZING RHYTHM ACES,"['country rock', 'southern rock', 'roots rock']"
THE STAIRSTEPS,[]
GUS JENKINS,[]
DADDY YANKEE,"['reggaeton', 'hurban', 'latin hip hop', 'tropical']"
Tasmoni,[]
ODDS & ENDS,[]
"MISSY ""MISDEMEANOR"" ELLIOTT feat GINUWINE & TWEET",[]
Coachwhips,"['noise rock', 'garage pop', 'punk blues', 'noise punk', 'garage rock', 'noise pop']"
RAY CHARLES & BETTY CARTER,[]
Esperanza Freeze,['neo soul-jazz']
SHANGO,[]
Stooshe,"['talent show', 'pop']"
BRUCE CHANNEL,['brill building pop']
Tony Yayo,"['rap', 'pop rap', 'crunk', 'gangster rap', 'dirty south rap', 'hip hop']"
GEORGE STRAIT,"['country', 'country christmas', 'contemporary country', 'honky tonk']"
SHEILA E,"['soul christmas', 'disco', 'funk', 'post-disco']"
IGGY POP,"['protopunk', 'glam rock', 'permanent wave', 'punk', 'heavy christmas', 'garage rock', 'punk christmas', 'art rock']"
Horse Macgyver,"['witch house', 'aussietronica', 'grave wave']"
Imugem Orihasam,['minimal dub']
Johnny Crockett,[]
DEBARGE,"['quiet storm', 'new jack swing', 'funk', 'motown', 'post-disco', 'disco', 'soul', 'classic funk rock', 'urban contemporary']"
PEARL JAM,"['grunge', 'alternative rock', 'post-grunge', 'permanent wave', 'rock']"
CLOUT,[]
Questionmark Asylum,['deep east coast hip hop']
Ginuwine,"['r&b', 'urban contemporary', 'pop christmas', 'new jack swing', 'soul christmas', 'neo soul', 'hip pop', 'indie r&b', 'dance pop']"
Raven-Symon\u00e9,[]
AL GREEN,"['soul', 'southern soul', 'memphis soul', 'soul christmas', 'soul blues', 'motown', 'classic funk rock', 'quiet storm', 'funk rock']"
SIDEKICKS,[]
KENDRICK LAMAR featuring DRAKE,"['alternative hip hop', 'hip hop', 'pop rap', 'trap music', 'indie r&b']"
THE VICTOR FELDMAN QUARTET,[]
J-Son,['christian hip hop']
SCANDAL,[]
Des'ree,"['neo soul', 'urban contemporary', 'r&b', 'new wave pop']"
DAVID BANNER,"['crunk', 'dirty south rap', 'southern hip hop', 'pop rap', 'trap music', 'gangster rap', 'juggalo', 'alternative hip hop', 'hip hop', 'pop christmas']"
THE FINATTICZ,['jerk']
SMASHING PUMPKINS,"['alternative rock', 'permanent wave', 'grunge', 'post-grunge', 'rock', 'pop rock', 'alternative metal', 'pop christmas']"
CARL BUTLER,"['honky tonk', 'country gospel', 'cowboy western', 'nashville sound', 'traditional country']"
Freddy Todd,['glitch hop']
JIMMY WAKELY,"['cowboy western', 'western swing', 'vintage western', 'traditional country', 'nashville sound', 'country christmas', 'country gospel']"
NASHVILLE TEENS,"['merseybeat', 'british invasion', 'freakbeat', 'british blues', 'bubblegum pop', 'classic garage rock']"
WENDY MOTEN,"['quiet storm', 'urban contemporary']"
SHAKIRA featuring FRESHLYGROUND,"['latin', 'latin pop', 'dance pop', 'pop', 'hurban']"
THE CELLOS,"['soda pop', 'doo-wop']"
Black Point,['merengue urbano']
Danny Brown,"['alternative hip hop', 'detroit hip hop', 'underground hip hop']"
MELBA MOORE,"['post-disco', 'disco', 'hi nrg', 'quiet storm', 'soul christmas', 'funk']"
Absent Kid,['deep indie rock']
Freezepop,"['electroclash', 'synthpop', 'alternative dance', 'indietronica', 'neo-synthpop']"
Kelly Llorenna,[]
BROWN BOY,"['chicano rap', 'latin hip hop']"
GOOD CHARLOTTE featuring M. SHADOWS AND SYNYSTER GATES,"['pop punk', 'post-grunge', 'rap rock', 'pop rock']"
Seid,"['deep space rock', 'space rock']"
MAC McANALLY,"['modern country rock', 'country road']"
BON JOVI,"['heavy christmas', 'hard rock', 'rock', 'album rock']"
Jonny Telafone,['witch house']
ROCKY BURNETTE,[]
THE JONES GIRLS,"['quiet storm', 'post-disco', 'disco', 'funk', 'motown', 'classic funk rock', 'soul']"
Ronnie Dunn,"['modern country rock', 'country road', 'contemporary country']"
Look Daggers,"['abstract hip hop', 'outer hip hop']"
JAMESTOWN MASSACRE,[]
Mike Francis,"['hi nrg', 'italian disco']"
Young L,"['hyphy', 'alternative hip hop']"
JUICY J featuring WALE & TREY SONGZ,"['trap music', 'memphis hip hop', 'dirty south rap', 'alternative hip hop', 'southern hip hop', 'crunk', 'pop rap', 'gangster rap', 'juggalo', 'hip hop']"
ALLURE featuring 112,[]
BRUCE COCKBURN,"['singer-songwriter', 'traditional folk', 'folk rock', 'folk christmas', 'folk-pop', 'roots rock', 'folk', 'mellow gold', 'pop christmas']"
PUFF DADDY featuring R KELLY,[]
BRYSON TILLER,[]
Young D,[]
Tyrese,"['urban contemporary', 'r&b', 'new jack swing', 'neo soul', 'hip pop', 'dance pop']"
Stevie Stone,['juggalo']
DAVE MATTHEWS BAND,"['jam band', 'neo mellow', 'pop rock', 'pop christmas', 'post-grunge']"
Bizzare,[]
SAM & DAVE,"['memphis soul', 'southern soul', 'soul', 'chicago soul', 'soul blues', 'motown', 'jazz blues', 'classic funk rock', 'funk']"
Cavemen Speak,"['outer hip hop', 'abstract hip hop', 'chip hop']"
Ebony Evans,[]
Teedra Moses,"['neo soul', 'r&b', 'hip pop', 'urban contemporary', 'indie r&b']"
EDEN'S CRUSH,['dance pop']
HAMILTON BOHANNON,"['post-disco', 'classic funk rock', 'funk', 'disco', 'funk rock']"
ERIC BENET featuring TAMIA,"['neo soul', 'soul christmas', 'r&b', 'new jack swing', 'urban contemporary', 'pop christmas', 'quiet storm']"
THE SALSOUL ORCHESTRA featuring COGNAC,"['disco', 'post-disco', 'hi nrg', 'soul christmas']"
Mario M,['chillstep']
SENATOR BOBBY,[]
LIL Zay,['detroit hip hop']
SCARLETT & BLACK,[]
Samantha Glass,['vaporwave']
THE HILLTOPPERS featuring JIMMY SACCA,['deep adult standards']
NERO,"['brostep', 'drum and bass', 'edm', 'electro house']"
BEGINNING OF THE END,"['classic funk rock', 'deep funk', 'funk rock', 'soul christmas', 'funk']"
BIG BUB featuring QUEEN LATIFAH & HEAVY D,"['southern soul blues', 'new jack smooth', 'new jack swing']"
BILL KENNY,[]
Laleh,"['swedish pop', 'swedish indie rock', 'classic swedish pop']"
Maribou State,['future garage']
YARDBIRDS,"['british blues', 'classic rock', 'psychedelic rock', 'blues-rock', 'protopunk', 'british invasion', 'rock', 'album rock', 'glam rock']"
Prairie Oyster,"['canadian country', 'country christmas']"
