artist,genre
DRAGONFORCE,"['power metal', 'neo classical metal', 'progressive metal', 'metal', 'speed metal']"
THE HUMAN BEINZ,"['classic garage rock', 'freakbeat', 'protopunk', 'bubblegum pop']"
SELENA GOMEZ & THE SCENE,"['teen pop', 'pop christmas', 'pop', 'dance pop']"
THE BRIDES OF FUNKENSTEIN,"['p funk', 'classic funk rock', 'funk rock', 'funk']"
FEARGAL SHARKEY,['new wave pop']
TOOL,"['alternative metal', 'funk metal', 'nu metal', 'funk rock', 'rap rock', 'groove metal', 'alternative rock', 'rock']"
EVANESCENCE feat PAUL McCOY,['alternative metal']
BROTHERHOOD CREED,[]
KNICKERBOCKERS,"['classic garage rock', 'freakbeat', 'bubblegum pop', 'british invasion', 'protopunk', 'merseybeat', 'psychedelic rock', 'british blues']"
GOODIE MOB featuring OUTKAST,"['dirty south rap', 'southern hip hop', 'crunk', 'hip hop', 'gangster rap', 'pop rap', 'juggalo', 'rap', 'alternative hip hop']"
BT,"['progressive house', 'trance', 'uplifting trance', 'progressive trance', 'electronic', 'edm', 'house']"
SCHOOLBOY Q featuring KENDRICK LAMAR,"['alternative hip hop', 'trap music', 'g funk', 'hip hop', 'pop rap']"
J.GEILS BAND,"['classic rock', 'southern rock', 'album rock', 'rock', 'blues-rock', 'mellow gold', 'pub rock', 'soft rock', 'country rock', 'british blues']"
THE RIGHTEOUS BROTHERS,"['brill building pop', 'rock-and-roll', 'british invasion', 'adult standards', 'bubblegum pop']"
MARGRET WHITING,[]
FOXY BROWN,"['hip pop', 'hip hop', 'r&b', 'urban contemporary']"
MATT & KIM,"['indie pop', 'indietronica', 'stomp pop', 'alternative dance', 'dance-punk', 'indie rock', 'synthpop']"
A$AP FERG,[]
EDDIE FLOYD,"['memphis soul', 'southern soul', 'soul', 'chicago soul', 'soul blues', 'soul christmas', 'motown', 'jazz blues']"
BILLY DEAN,"['country christmas', 'country', 'country road', 'contemporary country', 'modern country rock']"
JIMMY READ,[]
PHARRELL,[]
PEABO BRYSON & REGINA BELLE,['movie tunes']
SEPTEMBER,"['europop', 'bubblegum dance', 'eurodance', 'swedish pop', 'dance pop']"
CLAY AIKEN,"['idol', 'pop christmas']"
DRAKE featuring LIL WAYNE & YOUNG JEEZY,"['pop rap', 'indie r&b', 'alternative hip hop', 'hip hop']"
THE TYMES,"['beach music', 'chicago soul', 'doo-wop', 'northern soul', 'brill building pop', 'motown']"
THREE CHUCKLES,[]
CLUB NOUVEAU,"['freestyle', 'new jack swing']"
MAXI PRIEST featuring SHAGGY,[]
GILBERT O'SULLIVAN,"['soft rock', 'mellow gold', 'bubblegum pop', 'folk rock', 'singer-songwriter']"
COLOURHAUS,[]
TEENA MARIE,"['quiet storm', 'funk', 'disco', 'post-disco', 'classic funk rock', 'soul', 'motown', 'urban contemporary', 'new jack swing', 'neo soul', 'funk rock', 'r&b']"
HELEN SHAPIRO,"['merseybeat', 'brill building pop', 'british invasion', 'rock-and-roll']"
KID FROST,"['latin hip hop', 'chicano rap', 'g funk', 'west coast rap', 'gangster rap', 'electro', 'juggalo', 'old school hip hop']"
TY DOLLA $IGN featuring B.O.B,['jerk']
THE-DREAM,['dance pop']
GERALD LEVERT,"['soul christmas', 'new jack swing', 'quiet storm', 'neo soul', 'urban contemporary']"
BRIAN McKNIGHT featuring JERMAINE DUPRI,"['soul christmas', 'urban contemporary', 'r&b', 'new jack swing', 'pop christmas', 'quiet storm', 'neo soul', 'dance pop']"
DAVE EDMUNDS,"['pub rock', 'rockabilly', 'glam rock', 'roots rock', 'rock-and-roll', 'cowpunk']"
RICK ASTLEY,"['hi nrg', 'new wave pop', 'europop', 'new romantic', 'soft rock', 'synthpop']"
REGINA SPEKTOR,"['anti-folk', 'piano rock', 'chamber pop', 'folk-pop', 'indie pop']"
DEGREES OF MOTION,['hip house']
CASSIDY feat R. KELLY,[]
DO OR DIE feat JOHNNY P & TWISTA,[]
CLUBLAND,[]
JA RULE feat R. KELLY & ASHANTI,"['rap', 'hip hop', 'pop rap', 'hip pop', 'gangster rap', 'hardcore hip hop', 'southern hip hop', 'dirty south rap', 'crunk']"
THE HEARTBEATS,[]
LIONEL RITCHIE,[]
PARTY,[]
TORY LANEZ,['jerk']
DJ KHALED featuring KANYE WEST & T-PAIN,"['pop rap', 'trap music', 'southern hip hop', 'crunk', 'dirty south rap', 'alternative hip hop', 'hip hop', 'gangster rap']"
JIMMY CASTOR BUNCH,"['classic funk rock', 'funk rock', 'funk', 'deep funk']"
THE PRODUCERS,[]
LEIF GARRETT,"['hi nrg', 'bubblegum pop', 'disco', 'soul christmas']"
DAVE GARDNER,[]
HARMONICATS,[]
ROSCOE SHELTON,"['deep southern soul', 'northern soul', 'southern soul']"
MIKE KENNEDY,[]
PHIL OCHS,"['traditional folk', 'folk', 'folk rock', 'singer-songwriter']"
DOUBLE,"['japanese r&b', 'j-rap']"
BABYFACE,"['soul christmas', 'new jack swing', 'urban contemporary', 'quiet storm', 'r&b', 'pop christmas', 'neo soul', 'dance pop']"
BODEANS,"['roots rock', 'cowpunk']"
CASH CASH featuring BEBE REXHA,"['electropowerpop', 'alternative pop rock', 'dance pop']"
THE PEELS,[]
NOLAN PORTER,['northern soul']
INTRO,[]
SAVAGE featuring SOULJA BOY TELL'EM,['italian disco']
DAWN featuring TONY ORLANDO,['dark black metal']
SUM 41,"['pop punk', 'rap rock', 'punk', 'nu metal', 'post-grunge', 'alternative metal']"
CHRIS BROWN featuring KEVIN McCALL,"['dance pop', 'r&b', 'urban contemporary', 'pop', 'pop christmas', 'soul christmas']"
CASSIUS CLAY,[]
KAI,[]
SHANNON,"['hi nrg', 'freestyle', 'disco', 'soul christmas', 'post-disco']"
DIDDY - DIRTY MONEY featuring DRAKE,"['hip pop', 'pop rap', 'indie r&b', 'jerk', 'r&b', 'dance pop', 'urban contemporary', 'trap music', 'hip hop']"
RANDY SPARKS,[]
EVANESCENCE,['alternative metal']
ERNIE MARESCA,"['merseybeat', 'brill building pop']"
YOUNG BUCK,"['dirty south rap', 'southern hip hop', 'crunk', 'trap music', 'gangster rap', 'pop rap', 'juggalo', 'hip hop', 'rap', 'alternative hip hop']"
KEITH WEST,"['freakbeat', 'merseybeat']"
THE INNOCENCE,[]
BARBARA ACKLIN,"['chicago soul', 'northern soul', 'beach music', 'motown', 'southern soul', 'memphis soul', 'soul', 'soul blues', 'quiet storm']"
JOE JACKSON & ELAINE CASWELL,[]
ESTELLE,"['r&b', 'neo soul', 'urban contemporary', 'indie r&b', 'pop', 'hip pop', 'dance pop']"
U2,"['permanent wave', 'rock']"
DAVID RUFFIN,"['motown', 'soul', 'chicago soul', 'southern soul', 'memphis soul', 'quiet storm', 'classic funk rock', 'soul blues', 'funk']"
2 LIVE CREW,"['miami bass', 'electro', 'old school hip hop', 'rap', 'gangster rap', 'hip hop']"
ISLE OF MAN,[]
MAROON 5 featuring WIZ KHALIFA,"['pop rock', 'pop', 'pop christmas', 'neo mellow', 'boy band', 'dance pop']"
112,"['urban contemporary', 'new jack swing', 'r&b', 'hip pop', 'neo soul', 'dance pop']"
ERIC BURDON & WAR,[]
CHANNEL LIVE,"['east coast hip hop', 'hardcore hip hop', 'deep east coast hip hop', 'old school hip hop']"
JUSTIN TIMBERLAKE featuring JAY Z,"['dance pop', 'pop', 'boy band']"
PIGMEAT MARKHAM,[]
EDWARD BEAR,['bubblegum pop']
THE DEELE,"['new jack swing', 'quiet storm', 'post-disco', 'funk', 'urban contemporary']"
SIR MACK RICE,"['memphis soul', 'southern soul']"
TURTLES,"['bubblegum pop', 'british invasion', 'merseybeat', 'classic garage rock', 'psychedelic rock', 'freakbeat', 'brill building pop', 'protopunk', 'folk rock', 'british blues']"
THE VERONICAS,"['candy pop', 'teen pop', 'pop', 'dance pop', 'pop rock', 'europop']"
JAY & THE AMERICANS,"['brill building pop', 'bubblegum pop', 'british invasion']"
LOU COURTNEY,[]
SPACE,"['madchester', 'britpop']"
CLIVILLES & COLE,['hip house']
BARBARA DICKSON,[]
ROX,[]
BLUES IMAGE,"['classic rock', 'bubblegum pop', 'soft rock', 'psychedelic rock', 'mellow gold']"
PRINCE ROYCE featuring SNOOP DOGG,"['hurban', 'bachata', 'tropical', 'merengue urbano']"
ILLEGAL,[]
VV BROWN,"['metropopolis', 'synthpop', 'pop', 'indie r&b']"
JIMMY RYSER,[]
JONN HART featuring IAMSU,[]
IRON HORSE,"['progressive bluegrass', 'bluegrass']"
TRAPT,"['post-grunge', 'nu metal', 'alternative metal', 'rap rock', 'rap metal', 'christian alternative rock']"
TOMMY CONWELL & THE YOUNG RUMBLERS,[]
RAELYNN,"['deep talent show', 'contemporary country']"
A.B. SKHY,[]
ROBERT PLANT,"['rock', 'classic rock', 'album rock', 'blues-rock', 'glam rock', 'hard rock', 'southern rock', 'roots rock', 'psychedelic rock', 'british blues', 'mellow gold', 'progressive rock', 'folk rock', 'art rock', 'soft rock']"
CHRISTINE McVIE,"['mellow gold', 'soft rock', 'singer-songwriter', 'folk rock', 'album rock']"
THE DAVID ROCKINGHAM TRIO,[]
BILLY OCEAN,"['quiet storm', 'disco', 'hi nrg', 'funk', 'soft rock', 'classic funk rock', 'soul', 'motown', 'new wave pop']"
DICK & DEEDEE,[]
TRAVIS PORTER,"['jerk', 'trap music', 'pop rap', 'southern hip hop', 'crunk', 'alternative hip hop']"
ESTELLE featuring KANYE WEST,"['r&b', 'neo soul', 'urban contemporary', 'indie r&b', 'pop', 'hip pop', 'dance pop']"
KRIS ALLEN,"['idol', 'neo mellow', 'pop rock', 'pop']"
T'PAU,"['new wave pop', 'new romantic', 'dance rock', 'hi nrg', 'new wave', 'synthpop']"
MIDGE URE,"['new romantic', 'new wave pop', 'new wave', 'dance rock', 'synthpop', 'art rock']"
GINO SOCCIO,"['deep disco', 'hi nrg', 'post-disco', 'disco']"
LANA CANTRELL,[]
THE SOUL CLAN,"['deep southern soul', 'southern soul']"
FABOLOUS featuring NATE DOGG,"['pop rap', 'trap music', 'southern hip hop', 'hip hop', 'alternative hip hop', 'dirty south rap', 'rap', 'hardcore hip hop']"
THE OVATIONS,[]
MELISSA MANCHESTER & PEABO BRYSON,[]
NICO & VINZ,"['norwegian pop', 'pop']"
J. DASH,"['jerk', 'pop rap']"
K'NAAN featuring NELLY FURTADO,"['pop rap', 'hip hop', 'alternative hip hop']"
LaTOYA JACKSON,"['freestyle', 'hi nrg']"
KARLA BONOFF,"['soft rock', 'mellow gold', 'folk rock', 'singer-songwriter', 'folk-pop']"
LORENZO LAMAS,[]
THE JOHNNY GIBSON TRIO,[]
CHRISTINE COOPER,['deep northern soul']
DIESEL,[]
WOODY HERMAN,"['swing', 'big band', 'jazz christmas']"
NICKI MINAJ featuring LIL WAYNE,"['hip pop', 'dance pop', 'pop', 'pop rap']"
THE JOHN HALL BAND,[]
BOZ SCAGGS,"['soft rock', 'mellow gold', 'country rock', 'southern rock', 'folk rock', 'singer-songwriter', 'roots rock', 'folk-pop', 'classic rock']"
CHEECH & CHONG,"['comic', 'comedy']"
ACE FREHLEY,"['hard rock', 'glam metal', 'rock', 'glam rock', 'album rock', 'metal']"
KATY PERRY,"['pop', 'pop christmas', 'dance pop', 'teen pop', 'pop rock']"
THE PREMIERS,"['classic garage rock', 'freakbeat']"
LADY ANTEBELLUM,"['contemporary country', 'country', 'country dawn', 'country christmas', 'pop christmas']"
LOIS FLETCHER,[]
THE BILLY VAUGHN SINGERS,[]
MARK VALENTINO,[]
JOE HINTON,['deep southern soul']
CIARA featuring LUDACRIS,"['hip pop', 'r&b', 'urban contemporary', 'dance pop', 'pop', 'indie r&b', 'pop rap']"
PURE SOUL,['new jack smooth']
KEYSHIA COLE introducing AMINA,[]
THE MOE KOFFMAN QUARTETTE,[]
THE TURTLES,"['british invasion', 'bubblegum pop', 'psychedelic rock', 'protopunk', 'british blues', 'folk rock']"
RON BANKS & THE DRAMATICS,[]
CHERYL LYNN,"['post-disco', 'disco', 'quiet storm', 'funk', 'hi nrg', 'classic funk rock', 'motown', 'soul']"
THE BALLOON FARM,"['classic garage rock', 'freakbeat']"
BUDDY STARCHER,[]
DADDY DEWDROP,[]
MEL & TIM,"['chicago soul', 'memphis soul', 'beach music', 'southern soul', 'soul', 'motown', 'northern soul', 'soul blues']"
SAVANNAH CHURCHILL,[]
STANLEY CLARKE / GEORGE DUKE,['jazz funk']
SARAH McLACHLAN,"['lilith', 'folk christmas', 'pop christmas', 'folk-pop', 'permanent wave', 'new wave pop', 'pop rock', 'singer-songwriter', 'neo mellow']"
MEN WITHOUT HATS,"['new romantic', 'dance rock', 'new wave', 'new wave pop', 'synthpop']"
KATY PERRY featuring KANYE WEST,"['pop', 'pop christmas', 'dance pop', 'teen pop', 'pop rock']"
WATERFRONT,[]
LOUIS JORDAN,"['jump blues', 'swing', 'jazz christmas']"
BRITT NICOLE,"['christian christmas', 'ccm', 'christian music', 'christian alternative rock', 'christian rock', 'worship']"
YOUNG BLACK TEENAGERS,"['old school hip hop', 'deep east coast hip hop', 'rap', 'east coast hip hop', 'hardcore hip hop', 'hip hop']"
THE AVANT-GARDE,[]
SHARISSA,"['hip pop', 'r&b', 'urban contemporary']"
THE SWEET INSPIRATIONS,"['chicago soul', 'memphis soul', 'southern soul', 'beach music', 'soul', 'soul christmas', 'motown', 'soul blues', 'northern soul']"
KANYE WEST featuring THEOPHILUS LONDON,"['pop rap', 'hip hop', 'pop christmas']"
CRYSTAL WATERS,"['hip house', 'vocal house', 'disco house', 'eurodance']"
THE NIGHTCRAWLERS,[]
JACKY WARD,[]
GUCCI MANE featuring USHER,"['trap music', 'southern hip hop', 'dirty south rap', 'crunk', 'pop rap', 'alternative hip hop']"
DINAH SHORE,"['cabaret', 'christmas', 'adult standards', 'lounge', 'jazz christmas', 'vocal jazz', 'deep adult standards', 'easy listening']"
LATANYA featuring TWISTA,['new jack smooth']
KENNY LOGGINS with STEVIE NICKS,"['soft rock', 'mellow gold', 'country rock', 'folk rock', 'album rock']"
TOUCH,[]
GARY U.S. BONDS,"['rock-and-roll', 'rockabilly', 'brill building pop', 'doo-wop']"
TAVARES,"['disco', 'quiet storm', 'funk', 'classic funk rock', 'hi nrg', 'motown', 'post-disco', 'funk rock', 'soul']"
JUD STRUNK,[]
THE BUCHANAN BROTHERS,[]
LUNAR FUNK,[]
SAMMY KERSHAW,"['country', 'country christmas', 'country road', 'contemporary country']"
NAPOLEON XIV,['comic']
FAITH EVANS,"['urban contemporary', 'r&b', 'pop christmas', 'hip pop', 'soul christmas', 'neo soul', 'new jack swing', 'dance pop']"
WALTER EGAN,"['soft rock', 'mellow gold']"
USHER featuring YOUNG JEEZY,"['r&b', 'urban contemporary', 'pop christmas', 'dance pop', 'pop', 'pop rap', 'southern hip hop', 'hip hop']"
THE CHIPMUNKS with DAVID SEVILLE,"[""children's music"", ""children's christmas""]"
HARRY CHAPIN,"['traditional folk', 'folk', 'folk rock', 'mellow gold', 'soft rock', 'singer-songwriter', 'country rock', 'folk-pop']"
LULU,[]
SANTA ESMERALDA starring LEROY GOMEZ,[]
CHUCK MANGIONE with THE HAMILTON PHILHARMONIC ORCHESTRA,"['smooth jazz', 'jazz funk', 'jazz fusion']"
COMMON featuring MARY J. BLIGE,"['hip hop', 'rap', 'alternative hip hop', 'pop rap']"
OWL CITY & CARLY RAE JEPSEN,[]
KELLY PRICE,"['urban contemporary', 'soul christmas', 'r&b', 'pop christmas', 'new jack swing', 'neo soul', 'hip pop', 'quiet storm']"
MIC GERONIMO feat DMX & BLACK ROB,"['east coast hip hop', 'hardcore hip hop', 'rap', 'deep east coast hip hop', 'old school hip hop', 'hip hop']"
THE NEW SEEKERS featuring EVE GRAHAM,"['bubblegum pop', 'british invasion', 'merseybeat']"
BOOKER T. & THE MGS,"['memphis soul', 'southern soul', 'soul', 'soul blues', 'soul christmas', 'classic funk rock', 'deep funk', 'chicago soul']"
THE ARCHIES,"['bubblegum pop', 'british invasion', 'merseybeat', 'brill building pop']"
MICKEY GILLEY,"['nashville sound', 'traditional country', 'country gospel', 'cowboy western', 'honky tonk', 'western swing', 'outlaw country']"
THE FOUR DATES,[]
LEON PEELS,[]
ASHER ROTH,"['alternative hip hop', 'pop rap', 'hip hop', 'indie r&b']"
SONNY CURTIS,[]
STING featuring CHEB MAMI,"['soft rock', 'permanent wave', 'mellow gold', 'pop christmas']"
BRUCE WILLIS,[]
GOOSE CREEK SYMPHONY,"['country rock', 'southern rock']"
"JOHN ZACHERLE ""THE COOL GHOUL""",[]
PM DAWN,['new jack swing']
JELLYFISH,"['power pop', 'jangle pop']"
BONNIE GUITAR,"['cowboy western', 'nashville sound', 'country gospel', 'traditional country', 'western swing']"
YAKI DA,"['eurodance', 'bubblegum dance']"
LADY SOVEREIGN,"['grime', 'uk garage']"
BETTY WRIGHT,"['soul', 'quiet storm', 'southern soul', 'motown', 'memphis soul', 'chicago soul', 'soul blues', 'funk', 'classic funk rock']"
MARY MARY,"['gospel', 'christian christmas', 'pop christmas']"
JAYA,[]
ANNA KENDRICK,[]
CLARENCE CLEMONS & JACKSON BROWNE,[]
ARIANA GRANDE featuring NATHAN SYKES,"['teen pop', 'pop', 'pop christmas']"
LES McCANN & EDDIE HARRIS,"['soul jazz', 'jazz funk']"
CHOIRBOYS,[]
SANTANA,"['blues-rock', 'classic rock', 'rock', 'mellow gold', 'album rock', 'soft rock']"
DALE HAWKINS,"['rockabilly', 'rock-and-roll', 'swamp pop']"
THE WHO,"['rock', 'glam rock', 'british blues', 'classic rock', 'album rock', 'british invasion']"
ROBERTA FLACK & MAXI PRIEST,[]
THE ARBORS,[]
INTONATION,"['deep freestyle', 'freestyle']"
BRYAN FERRY,"['art rock', 'glam rock', 'new wave', 'dance rock', 'new romantic', 'melancholia', 'new wave pop', 'synthpop']"
STING & CHEB MAMI,[]
K.C.,[]
BROOKLYN BOUNCE,"['bubble trance', 'german techno', 'hands up', 'pop house', 'eurodance']"
THE EARLS,['doo-wop']
MARIAH CAREY featuring JAY-Z,"['pop christmas', 'dance pop', 'urban contemporary', 'r&b', 'pop', 'soul christmas']"
LES CRANE,[]
SAMMY AMBROSE,[]
RUTH BROWN,"['jazz blues', 'jump blues', 'soul blues', 'new orleans blues', 'southern soul', 'memphis soul', 'soul christmas', 'soul', 'vocal jazz']"
TENE WILLIAMS,[]
KE$HA featuring WILL.I.AM or JUICY J,"['pop', 'teen pop', 'dance pop', 'europop']"
EPHRAIM LEWIS,[]
LOLEATTA HOLLOWAY & BUNNY SIGLER,[]
POPPY FAMILY,['bubblegum pop']
ROBERT MAXWELL,"['exotica', 'lounge', 'easy listening']"
DEPECHE MODE,"['new wave', 'new romantic', 'synthpop', 'permanent wave', 'dance rock']"
BTR,['bulgarian rock']
BIRDMAN featuring NICKI MINAJ & LIL WAYNE,"['pop rap', 'trap music', 'southern hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'alternative hip hop', 'hip hop']"
CHELY WRIGHT,"['country dawn', 'country', 'country christmas', 'contemporary country']"
C.W. McCALL,"['traditional country', 'nashville sound', 'country gospel']"
CONWAY TWITTY / LORETTA LYNN,[]
BUBBA SPARXXX,"['dirty south rap', 'crunk', 'southern hip hop', 'pop rap', 'gangster rap', 'trap music', 'hip pop', 'juggalo', 'hip hop']"
CARL HENDERSON,[]
PIA ZADORA,[]
A FLOCK OF SEAGULLS,"['new romantic', 'new wave', 'dance rock', 'synthpop', 'new wave pop', 'art rock']"
COKO,"['gospel', 'soul christmas', 'r&b', 'new jack swing', 'christian christmas', 'urban contemporary']"
MONICA,"['urban contemporary', 'r&b', 'pop christmas', 'hip pop', 'neo soul', 'dance pop']"
EDIE BRICKELL,"['lilith', 'folk-pop', 'new wave pop', 'singer-songwriter']"
SYBIL,[]
BOBBY RUSSELL,[]
ABBA,"['europop', 'disco', 'swedish pop']"
MOUNTAIN,"['classic rock', 'blues-rock', 'southern rock', 'psychedelic rock', 'rock', 'album rock', 'british blues', 'hard rock']"
PRESIDENTS,[]
ARTIE SHAW & HIS ORCHESTRA,"['swing', 'big band', 'new orleans jazz', 'jazz christmas']"
THREE 6 MAFIA featuring KALENNA,"['dirty south rap', 'juggalo', 'crunk', 'southern hip hop', 'gangster rap', 'memphis hip hop', 'trap music', 'pop rap', 'alternative hip hop', 'hip hop', 'rap']"
98 DEGREES,"['boy band', 'europop', 'pop christmas', 'dance pop']"
DARUDE,"['eurodance', 'trance', 'progressive trance']"
MARIAH CAREY & BOYZ II MEN,[]
EDWIN STARR,"['motown', 'chicago soul', 'soul', 'northern soul', 'memphis soul', 'southern soul', 'classic funk rock', 'funk', 'quiet storm', 'soul blues', 'disco', 'funk rock']"
THE SUNGLOWS,[]
KATY TIZ,[]
MIC GERONIMO featuring DMX & BLACK ROB,"['east coast hip hop', 'hardcore hip hop', 'rap', 'deep east coast hip hop', 'old school hip hop', 'hip hop']"
YG featuring DRAKE,['jerk']
MERRIL BAINBRIDGE,['australian pop']
CARAVELLES,"['girl group', 'brill building pop', 'merseybeat']"
SERGIO MENDES & BRASIL '66,[]
CANDI,[]
WALTER JACKSON,"['chicago soul', 'northern soul', 'southern soul', 'memphis soul', 'motown', 'soul']"
ECSTACY PASSION & PAIN,[]
LUTHER VANDROSS & GREGORY HINES,[]
THE FIRM,"['hardcore hip hop', 'rap', 'east coast hip hop', 'hip hop']"
THE YOUNGBLOODS,"['psychedelic rock', 'folk rock', 'country rock', 'traditional folk', 'folk', 'british invasion', 'bubblegum pop', 'roots rock', 'mellow gold', 'singer-songwriter']"
ED TOWNSEND,[]
BRUNO MARS,"['pop', 'dance pop']"
MIRANDA LAMBERT,"['contemporary country', 'country dawn', 'country']"
Tim Easton,"['alternative country', 'new americana', 'cowpunk', 'roots rock', 'folk']"
DORIS DUKE,"['deep southern soul', 'southern soul', 'memphis soul', 'soul blues', 'soul']"
